longname,Poverty %,LICO-AT %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Household income < C$50k %,Household income C$50k - C$100k %,Household income > C$100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %,Individual income < C$50k %,Individual income C$50k - C$100k %,Individual income > C$100k %
"Pader, Uganda",,,,,,,,,,,,,,
"Pomoravski okrug, Serbia",,,,,,,,,,,,,,
"Rasŏn (Najin-Sŏnbong) [Raseon], North Korea",,,,,,,,,,,,,,
"Mountain Province, Philippines",,,,,,,,,,,,,,
"Omoro, Uganda",,,,,,,,,,,,,,
"Siliana, Tunisia",,,,,,,,,,,,,,
"Troms og Finnmark, Norway",,,,,,,,,,,,,,
"Panevėžio apskritis, Lithuania",,,,,,,,,,,,,,
"Shiselweni, Eswatini",,,,,,,,,,,,,,
"Panjshayr, Afghanistan",,,,,,,,,,,,,,
"Mbomou, Central African Republic",,,,,,,,,,,,,,
"Guairá, Paraguay",,,,,,,,,,,,,,
"Kalmar län, Sweden",,,,,,,,,,,,,,
"Az̧ Z̧āhirah, Oman",,,,,,,,,,,,,,
"Tolna, Hungary",,,,,,,,,,,,,,
"Guimaras, Philippines",,,,,,,,,,,,,,
"Oshikoto, Namibia",,,,,,,,,,,,,,
"Basel-Stadt, Switzerland",,,,,,,,,,,,,,
"Manafwa, Uganda",,,,,,,,,,,,,,
"Satakunta, Finland",,,,,,,,,,,,,,
"La Manouba, Tunisia",,,,,,,,,,,,,,
"Biliran, Philippines",,,,,,,,,,,,,,
"Pointe‐Noire, Congo",,,,,,,,,,,,,,
"Altay, Respublika, Russia",,,,,,,,,,,,,,
"Graubünden, Switzerland",,,,,,,,,,,,,,
"Norrbottens län, Sweden",,,,,,,,,,,,,,
"Pleven, Bulgaria",,,,,,,,,,,,,,
"Maldonado, Uruguay",,,,,,,,,,,,,,
"Haskovo, Bulgaria",,,,,,,,,,,,,,
"Mitooma, Uganda",,,,,,,,,,,,,,
"Al Janūbīyah, Bahrain",,,,,,,,,,,,,,
"Paramaribo, Suriname",,,,,,,,,,,,,,
"Katakwi, Uganda",,,,,,,,,,,,,,
"Chalatenango, El Salvador",,,,,,,,,,,,,,
"Kalungu, Uganda",,,,,,,,,,,,,,
"Morona Santiago, Ecuador",,,,,,,,,,,,,,
"Sinop, Turkey",,,,,,,,,,,,,,
"Podunavski okrug, Serbia",,,,,,,,,,,,,,
"Erongo, Namibia",,,,,,,,,,,,,,
"Maale, Maldives",,,,,,,,,,,,,,
"Carazo, Nicaragua",,,,,,,,,,,,,,
"Orellana, Ecuador",,,,,,,,,,,,,,
"Nīmrōz, Afghanistan",,,,,,,,,,,,,,
"New Ireland, Papua New Guinea",,,,,,,,,,,,,,
"Al Wāḩāt, Libya",,,,,,,,,,,,,,
"Istarska županija, Croatia",,,,,,,,,,,,,,
"San Juan-Laventille, Trinidad and Tobago",,,,,,,,,,,,,,
"Covasna, Romania",,,,,,,,,,,,,,
"Kibaale, Uganda",,,,,,,,,,,,,,
"Al Marj, Libya",,,,,,,,,,,,,,
"Oshana, Namibia",,,,,,,,,,,,,,
"Ruse, Bulgaria",,,,,,,,,,,,,,
"Ngöbe-Buglé, Panama",,,,,,,,,,,,,,
"Podgorica, Montenegro",,,,,,,,,,,,,,
"Bartın, Turkey",,,,,,,,,,,,,,
"Jablanički okrug, Serbia",,,,,,,,,,,,,,
"Maryland, Liberia",,,,,,,,,,,,,,
"Chhukha, Bhutan",,,,,,,,,,,,,,
"Woleu-Ntem, Gabon",,,,,,,,,,,,,,
"Shkodër, Albania",,,,,,,,,,,,,,
"Mwanza, Malawi",,,,,,,,,,,,,,
"Ionía Nísia, Greece",,,,,,,,,,,,,,
"Namp’o [Nampho], North Korea",,,,,,,,,,,,,,
"Luxembourg, Luxembourg",,,,,,,,,,,,,,
"Zaghouan, Tunisia",,,,,,,,,,,,,,
"Mafeteng, Lesotho",,,,,,,,,,,,,,
"Couva-Tabaquite-Talparo, Trinidad and Tobago",,,,,,,,,,,,,,
"Korçë, Albania",,,,,,,,,,,,,,
"Bắc Kạn, Vietnam",,,,,,,,,,,,,,
"Loṙy, Armenia",,,,,,,,,,,,,,
"Phôngsali, Laos",,,,,,,,,,,,,,
"Saint James, Jamaica",,,,,,,,,,,,,,
"Nógrád, Hungary",,,,,,,,,,,,,,
"Manchester, Jamaica",,,,,,,,,,,,,,
"Grand Gedeh, Liberia",,,,,,,,,,,,,,
"Çankırı, Turkey",,,,,,,,,,,,,,
"Aitoloakarnanía, Greece",,,,,,,,,,,,,,
"Amolatar, Uganda",,,,,,,,,,,,,,
"North West, Botswana",,,,,,,,,,,,,,
"Granada, Nicaragua",,,,,,,,,,,,,,
"Mohale's Hoek, Lesotho",,,,,,,,,,,,,,
"Al ‘Aqabah, Jordan",,,,,,,,,,,,,,
"Mae Hong Son, Thailand",,,,,,,,,,,,,,
"Moquegua, Peru",,,,,,,,,,,,,,
"Grand Cape Mount, Liberia",,,,,,,,,,,,,,
"Wanica, Suriname",,,,,,,,,,,,,,
"Bunyangabu, Uganda",,,,,,,,,,,,,,
"Curacao, Netherlands",,,,,,,,,,,,,,
"Vóreio Aigaío, Greece",,,,,,,,,,,,,,
"Kédougou, Senegal",,,,,,,,,,,,,,
"Napak, Uganda",,,,,,,,,,,,,,
"Erzincan, Turkey",,,,,,,,,,,,,,
"North East, Botswana",,,,,,,,,,,,,,
"Gomba, Uganda",,,,,,,,,,,,,,
"Rafah, State of Palestine",,,,,,,,,,,,,,
"Lappi, Finland",,,,,,,,,,,,,,
"Etelä-Pohjanmaa, Finland",,,,,,,,,,,,,,
"Saint Ann, Jamaica",,,,,,,,,,,,,,
"Kronobergs län, Sweden",,,,,,,,,,,,,,
"Päijät-Häme, Finland",,,,,,,,,,,,,,
"Bolívar, Ecuador",,,,,,,,,,,,,,
"Morazán, El Salvador",,,,,,,,,,,,,,
"Rivas, Nicaragua",,,,,,,,,,,,,,
"Janūb Sīnā’, Egypt",,,,,,,,,,,,,,
"Valle, Honduras",,,,,,,,,,,,,,
"Töv, Mongolia",,,,,,,,,,,,,,
"Kiboga, Uganda",,,,,,,,,,,,,,
"Al Buţnān, Libya",,,,,,,,,,,,,,
"Neuchâtel, Switzerland",,,,,,,,,,,,,,
"Pando, Bolivia",,,,,,,,,,,,,,
"El Progreso, Guatemala",,,,,,,,,,,,,,
"Sliven, Bulgaria",,,,,,,,,,,,,,
"Braničevski okrug, Serbia",,,,,,,,,,,,,,
"Darnah, Libya",,,,,,,,,,,,,,
"Vila Real, Portugal",,,,,,,,,,,,,,
"Amambay, Paraguay",,,,,,,,,,,,,,
"Ngora, Uganda",,,,,,,,,,,,,,
"Carchi, Ecuador",,,,,,,,,,,,,,
"Vlorë, Albania",,,,,,,,,,,,,,
"Madriz, Nicaragua",,,,,,,,,,,,,,
"Tulcea, Romania",,,,,,,,,,,,,,
"San Vicente, El Salvador",,,,,,,,,,,,,,
"Esch an der Alzette, Luxembourg",,,,,,,,,,,,,,
"Boaco, Nicaragua",,,,,,,,,,,,,,
"Amazonas, Venezuela",,,,,,,,,,,,,,
"Zadarska županija, Croatia",,,,,,,,,,,,,,
"Janūb ash Sharqīyah, Oman",,,,,,,,,,,,,,
"Castelo Branco, Portugal",,,,,,,,,,,,,,
"Kavango East, Namibia",,,,,,,,,,,,,,
"Kilis, Turkey",,,,,,,,,,,,,,
"Phatthaya, Thailand",,,,,,,,,,,,,,
"Dobrich, Bulgaria",,,,,,,,,,,,,,
"Kébili, Tunisia",,,,,,,,,,,,,,
"Ocotepeque, Honduras",,,,,,,,,,,,,,
"Pohjanmaa, Finland",,,,,,,,,,,,,,
"Kymenlaakso, Finland",,,,,,,,,,,,,,
"Hawke's Bay, New Zealand",,,,,,,,,,,,,,
"Napo, Ecuador",,,,,,,,,,,,,,
"Kanta-Häme, Finland",,,,,,,,,,,,,,
"Magallanes, Chile",,,,,,,,,,,,,,
"Bukomansimbi, Uganda",,,,,,,,,,,,,,
"Vratsa, Bulgaria",,,,,,,,,,,,,,
"Guadalcanal, Solomon Islands",,,,,,,,,,,,,,
"Schwyz, Switzerland",,,,,,,,,,,,,,
"Kolubarski okrug, Serbia",,,,,,,,,,,,,,
"Varaždinska županija, Croatia",,,,,,,,,,,,,,
"Yeveryskaya avtonomnaya oblast', Russia",,,,,,,,,,,,,,
"Northland, New Zealand",,,,,,,,,,,,,,
"Guam, USA",,,,,,,,,,,,,,
"Butebo, Uganda",,,,,,,,,,,,,,
"Ma‘ān, Jordan",,,,,,,,,,,,,,
"Dakhlet Nouâdhibou, Mauritania",,,,,,,,,,,,,,
"Saint Elizabeth, Jamaica",,,,,,,,,,,,,,
"Sisačko-moslavačka županija, Croatia",,,,,,,,,,,,,,
"Arica y Parinacota, Chile",,,,,,,,,,,,,,
"Kaabong, Uganda",,,,,,,,,,,,,,
"Nugaal, Somalia",,,,,,,,,,,,,,
"Samut Songkhram, Thailand",,,,,,,,,,,,,,
"Pčinjski okrug, Serbia",,,,,,,,,,,,,,
"Buhweju, Uganda",,,,,,,,,,,,,,
"Kémo-Gribingui, Central African Republic",,,,,,,,,,,,,,
"Tulkarm, State of Palestine",,,,,,,,,,,,,,
"Otjozondjupa, Namibia",,,,,,,,,,,,,,
"Tataouine, Tunisia",,,,,,,,,,,,,,
"Sankuru, Democratic Republic of the Congo",,,,,,,,,,,,,,
"Surt, Libya",,,,,,,,,,,,,,
"Tierra del Fuego, Argentina",,,,,,,,,,,,,,
"Cuvette-Ouest, Congo",,,,,,,,,,,,,,
"Kusini Unguja, Tanzania",,,,,,,,,,,,,,
"Buliisa, Uganda",,,,,,,,,,,,,,
"Tawi-Tawi, Philippines",,,,,,,,,,,,,,
"Xékong, Laos",,,,,,,,,,,,,,
"Cuvette, Congo",,,,,,,,,,,,,,
"Lamwo, Uganda",,,,,,,,,,,,,,
"Cabañas, El Salvador",,,,,,,,,,,,,,
"Vukovarsko-srijemska županija, Croatia",,,,,,,,,,,,,,
"Dakhla-Oued Ed-Dahab (EH), Morocco",,,,,,,,,,,,,,
"Gulf, Papua New Guinea",,,,,,,,,,,,,,
"São Lourenço dos Órgãos, Cape Verde",,,,,,,,,,,,,,
"Bomi, Liberia",,,,,,,,,,,,,,
"Thaba-Tseka, Lesotho",,,,,,,,,,,,,,
"Shumen, Bulgaria",,,,,,,,,,,,,,
"Malaita, Solomon Islands",,,,,,,,,,,,,,
"Gribingui, Central African Republic",,,,,,,,,,,,,,
"Aragac̣otn, Armenia",,,,,,,,,,,,,,
"Bocas del Toro, Panama",,,,,,,,,,,,,,
"Prince Edward Island, Canada",,0.042043304603741845,,,,0.2997673645729479,0.3698903290129603,0.33034230641409174,,,,0.6587250482936259,0.28456750375617024,0.0567074479502039
"Abim, Uganda",,,,,,,,,,,,,,
"Blekinge län, Sweden",,,,,,,,,,,,,,
"Madre de Dios, Peru",,,,,,,,,,,,,,
"Rubirizi, Uganda",,,,,,,,,,,,,,
"Attapu, Laos",,,,,,,,,,,,,,
"Larnaka, Cyprus",,,,,,,,,,,,,,
"Sabhā, Libya",,,,,,,,,,,,,,
"Samtskhe-Javakheti, Georgia",,,,,,,,,,,,,,
"Artvin, Turkey",,,,,,,,,,,,,,
"Chontales, Nicaragua",,,,,,,,,,,,,,
"Xaçmaz, Azerbaijan",,,,,,,,,,,,,,
"Shamāl ash Sharqīyah, Oman",,,,,,,,,,,,,,
"South East, Botswana",,,,,,,,,,,,,,
"Westmoreland, Jamaica",,,,,,,,,,,,,,
"Presidente Hayes, Paraguay",,,,,,,,,,,,,,
"Brodsko-posavska županija, Croatia",,,,,,,,,,,,,,
"Évora, Portugal",,,,,,,,,,,,,,
"Kardzhali, Bulgaria",,,,,,,,,,,,,,
"Paraguarí, Paraguay",,,,,,,,,,,,,,
"Niari, Congo",,,,,,,,,,,,,,
"Pohjois-Karjala, Finland",,,,,,,,,,,,,,
"Sangha, Central African Republic",,,,,,,,,,,,,,
"Río San Juan, Nicaragua",,,,,,,,,,,,,,
"Daman and Diu, India",,,,,,,,,,,,,,
"Stueng Traeng [Stoĕng Trêng], Cambodia",,,,,,,,,,,,,,
"Guarda, Portugal",,,,,,,,,,,,,,
"Pamplemousses, Mauritius",,,,,,,,,,,,,,
"Quthing, Lesotho",,,,,,,,,,,,,,
"Apayao, Philippines",,,,,,,,,,,,,,
"Al Mahrah, Yemen",,,,,,,,,,,,,,
"Lékoumou, Congo",,,,,,,,,,,,,,
"Tartumaa, Estonia",,,,,,,,,,,,,,
"Cahul, Moldova",,,,,,,,,,,,,,
"Bokèo, Laos",,,,,,,,,,,,,,
"Flacq, Mauritius",,,,,,,,,,,,,,
"Marijampolės apskritis, Lithuania",,,,,,,,,,,,,,
"Sing Buri, Thailand",,,,,,,,,,,,,,
"Otuke, Uganda",,,,,,,,,,,,,,
"Ammochostos [Mağusa], Cyprus",,,,,,,,,,,,,,
"Amudat, Uganda",,,,,,,,,,,,,,
"Telšių apskritis, Lithuania",,,,,,,,,,,,,,
"Neno, Malawi",,,,,,,,,,,,,,
"Etelä-Savo, Finland",,,,,,,,,,,,,,
"Buvuma, Uganda",,,,,,,,,,,,,,
"Kaoh Kong [Kaôh Kŏng], Cambodia",,,,,,,,,,,,,,
"Mokhotlong, Lesotho",,,,,,,,,,,,,,
"Guaviare, Colombia",,,,,,,,,,,,,,
"Kapchorwa, Uganda",,,,,,,,,,,,,,
"Ash Shamālīyah, Bahrain",,,,,,,,,,,,,,
"Kgatleng, Botswana",,,,,,,,,,,,,,
"Ermera, East Timor",,,,,,,,,,,,,,
"Beja, Portugal",,,,,,,,,,,,,,
"Lezhë, Albania",,,,,,,,,,,,,,
"Botha-Bothe, Lesotho",,,,,,,,,,,,,,
"Alytaus apskritis, Lithuania",,,,,,,,,,,,,,
"Colonia, Uruguay",,,,,,,,,,,,,,
"Ogooué-Maritime, Gabon",,,,,,,,,,,,,,
"Salto, Uruguay",,,,,,,,,,,,,,
"Zug, Switzerland",,,,,,,,,,,,,,
"Etelä-Karjala, Finland",,,,,,,,,,,,,,
"Taranaki, New Zealand",,,,,,,,,,,,,,
"Northern, Fiji",,,,,,,,,,,,,,
"Misiones, Paraguay",,,,,,,,,,,,,,
"Bukwo, Uganda",,,,,,,,,,,,,,
"Moyo, Uganda",,,,,,,,,,,,,,
"Água Grande, São Tomé and Príncipe",,,,,,,,,,,,,,
"Moroto, Uganda",,,,,,,,,,,,,,
"Utenos apskritis, Lithuania",,,,,,,,,,,,,,
"Zaqatala, Azerbaijan",,,,,,,,,,,,,,
"Lamu, Kenya",,,,,,,,,,,,,,
"Princes Town, Trinidad and Tobago",,,,,,,,,,,,,,
"Sinoe, Liberia",,,,,,,,,,,,,,
"Magadanskaya oblast', Russia",,,,,,,,,,,,,,
"Jämtlands län, Sweden",,,,,,,,,,,,,,
"Yambol, Bulgaria",,,,,,,,,,,,,,
"Amazonas, Colombia",,,,,,,,,,,,,,
"Essequibo Islands-West Demerara, Guyana",,,,,,,,,,,,,,
"Ash Shīḩānīyah, Qatar",,,,,,,,,,,,,,
"Krapinsko-zagorska županija, Croatia",,,,,,,,,,,,,,
"Haute-Kotto, Central African Republic",,,,,,,,,,,,,,
"Aisén del General Carlos Ibañez del Campo, Chile",,,,,,,,,,,,,,
"Pernik, Bulgaria",,,,,,,,,,,,,,
"Montana, Bulgaria",,,,,,,,,,,,,,
"Belize, Belize",,,,,,,,,,,,,,
"Chaguanas, Trinidad and Tobago",,,,,,,,,,,,,,
"San José, Uruguay",,,,,,,,,,,,,,
"Valle d'Aosta, Italy",,,,,,,,,,,,,,
"Kween, Uganda",,,,,,,,,,,,,,
"Al Qunayţirah, Syria",,,,,,,,,,,,,,
"Karlovačka županija, Croatia",,,,,,,,,,,,,,
"Tozeur, Tunisia",,,,,,,,,,,,,,
"Baucau, East Timor",,,,,,,,,,,,,,
"Lyantonde, Uganda",,,,,,,,,,,,,,
"Mondol Kiri [Môndól Kiri], Cambodia",,,,,,,,,,,,,,
"Lovech, Bulgaria",,,,,,,,,,,,,,
"Rukiga, Uganda",,,,,,,,,,,,,,
"Aţ Ţafīlah, Jordan",,,,,,,,,,,,,,
"Paysandú, Uruguay",,,,,,,,,,,,,,
"Bragança, Portugal",,,,,,,,,,,,,,
"Kyustendil, Bulgaria",,,,,,,,,,,,,,
"Berat, Albania",,,,,,,,,,,,,,
"Qalqilya, State of Palestine",,,,,,,,,,,,,,
"Orhon, Mongolia",,,,,,,,,,,,,,
"Tombali, Guinea-Bissau",,,,,,,,,,,,,,
"Grand Port, Mauritius",,,,,,,,,,,,,,
"Nālūt, Libya",,,,,,,,,,,,,,
"East Berbice-Corentyne, Guyana",,,,,,,,,,,,,,
"Gbarpolu, Liberia",,,,,,,,,,,,,,
"Hövsgöl, Mongolia",,,,,,,,,,,,,,
"Port Louis, Mauritius",,,,,,,,,,,,,,
"Kidal, Mali",,,,,,,,,,,,,,
"Hîncești, Moldova",,,,,,,,,,,,,,
"Syunik', Armenia",,,,,,,,,,,,,,
"Dubrovačko-neretvanska županija, Croatia",,,,,,,,,,,,,,
"Brčko Distrikt, Bosnia and Herzegovina",,,,,,,,,,,,,,
"Pastaza, Ecuador",,,,,,,,,,,,,,
"Butambala, Uganda",,,,,,,,,,,,,,
"Maribor, Slovenia",,,,,,,,,,,,,,
"Shéfa, Vanuatu",,,,,,,,,,,,,,
"Saint Mary, Jamaica",,,,,,,,,,,,,,
"Tadjourah, Djibouti",,,,,,,,,,,,,,
"Ida-Virumaa, Estonia",,,,,,,,,,,,,,
"Herrera, Panama",,,,,,,,,,,,,,
"Rivera, Uruguay",,,,,,,,,,,,,,
"Pafos [Baf], Cyprus",,,,,,,,,,,,,,
"Gümüşhane, Turkey",,,,,,,,,,,,,,
"Rivière du Rempart, Mauritius",,,,,,,,,,,,,,
"Borski okrug, Serbia",,,,,,,,,,,,,,
"Guria, Georgia",,,,,,,,,,,,,,
"Targovishte, Bulgaria",,,,,,,,,,,,,,
"Smolyan, Bulgaria",,,,,,,,,,,,,,
"Kunene, Namibia",,,,,,,,,,,,,,
"Dibër, Albania",,,,,,,,,,,,,,
"Zambezi, Namibia",,,,,,,,,,,,,,
"Penal-Debe, Trinidad and Tobago",,,,,,,,,,,,,,
"Jersey (UK), Jersey",,,,,,,,,,,,,,
"Tavuš, Armenia",,,,,,,,,,,,,,
"Diego Martin, Trinidad and Tobago",,,,,,,,,,,,,,
"Razgrad, Bulgaria",,,,,,,,,,,,,,
"Bjelovarsko-bilogorska županija, Croatia",,,,,,,,,,,,,,
"Siquijor, Philippines",,,,,,,,,,,,,,
"Zaječarski okrug, Serbia",,,,,,,,,,,,,,
"Aruba, Aruba",,,,,,,,,,,,,,
"Koprivničko-križevačka županija, Croatia",,,,,,,,,,,,,,
"Međimurska županija, Croatia",,,,,,,,,,,,,,
"River Cess, Liberia",,,,,,,,,,,,,,
"Selenge, Mongolia",,,,,,,,,,,,,,
"Silistra, Bulgaria",,,,,,,,,,,,,,
"Tuamasaga, Samoa",,,,,,,,,,,,,,
"Basilan, Philippines",,,,,,,,,,,,,,
"Övörhangay, Mongolia",,,,,,,,,,,,,,
"Gabrovo, Bulgaria",,,,,,,,,,,,,,
"Plateaux, Congo",,,,,,,,,,,,,,
"Ngounié, Gabon",,,,,,,,,,,,,,
"Balakən, Azerbaijan",,,,,,,,,,,,,,
"River Gee, Liberia",,,,,,,,,,,,,,
"Portalegre, Portugal",,,,,,,,,,,,,,
"Al Buraymī, Oman",,,,,,,,,,,,,,
"Ali Sabieh, Djibouti",,,,,,,,,,,,,,
"Darhan uul, Mongolia",,,,,,,,,,,,,,
"Qazax, Azerbaijan",,,,,,,,,,,,,,
"Gracias a Dios, Honduras",,,,,,,,,,,,,,
"Tindouf, Algeria",,,,,,,,,,,,,,
"Sangha, Congo",,,,,,,,,,,,,,
"Šibensko-kninska županija, Croatia",,,,,,,,,,,,,,
"Bobonaro, East Timor",,,,,,,,,,,,,,
"Ardahan, Turkey",,,,,,,,,,,,,,
"Southland, New Zealand",,,,,,,,,,,,,,
"Saint Thomas, Jamaica",,,,,,,,,,,,,,
"Tetovo, North Macedonia",,,,,,,,,,,,,,
"Los Santos, Panama",,,,,,,,,,,,,,
"Găgăuzia, Unitate Teritorială Autonomă (UTAG), Moldova",,,,,,,,,,,,,,
"Janūbī al Baḩrī al Aḩmar, Eritrea",,,,,,,,,,,,,,
"Hardap, Namibia",,,,,,,,,,,,,,
"Camiguin, Philippines",,,,,,,,,,,,,,
"Siparia, Trinidad and Tobago",,,,,,,,,,,,,,
"Umm al Qaywayn, United Arab Emirates",,,,,,,,,,,,,,
"Cayo, Belize",,,,,,,,,,,,,,
"Tauragės apskritis, Lithuania",,,,,,,,,,,,,,
"US Virgin Islands, USA",,,,,,,,,,,,,,
"Ialoveni, Moldova",,,,,,,,,,,,,,
"//Karas, Namibia",,,,,,,,,,,,,,
"Inīdī al Gharbī, Chad",,,,,,,,,,,,,,
"São Vicente, Cape Verde",,,,,,,,,,,,,,
"Keryneia [Girne], Cyprus",,,,,,,,,,,,,,
"Tacuarembó, Uruguay",,,,,,,,,,,,,,
"Kumanovo, North Macedonia",,,,,,,,,,,,,,
"Zamora Chinchipe, Ecuador",,,,,,,,,,,,,,
"Western, Solomon Islands",,,,,,,,,,,,,,
"Orhei, Moldova",,,,,,,,,,,,,,
"Gostivar, North Macedonia",,,,,,,,,,,,,,
"Melilla, Spain",,,,,,,,,,,,,,
"Lower River, The Gambia",,,,,,,,,,,,,,
"Salfit, State of Palestine",,,,,,,,,,,,,,
"Wādī al Ḩayāt, Libya",,,,,,,,,,,,,,
"Bitola, North Macedonia",,,,,,,,,,,,,,
"Drochia, Moldova",,,,,,,,,,,,,,
"Ñeembucú, Paraguay",,,,,,,,,,,,,,
"Wilayah Persekutuan Labuan, Malaysia",,,,,,,,,,,,,,
"Xaisômboun, Laos",,,,,,,,,,,,,,
"Sangre Grande, Trinidad and Tobago",,,,,,,,,,,,,,
"Wādī ash Shāţiʾ, Libya",,,,,,,,,,,,,,
"Ömnögovĭ, Mongolia",,,,,,,,,,,,,,
"Kavango West, Namibia",,,,,,,,,,,,,,
"Al Wusţá, Oman",,,,,,,,,,,,,,
"Moka, Mauritius",,,,,,,,,,,,,,
"Pärnumaa, Estonia",,,,,,,,,,,,,,
"Gilbert Islands, Kiribati",,,,,,,,,,,,,,
"Cerro Largo, Uruguay",,,,,,,,,,,,,,
"Haut-Mbomou, Central African Republic",,,,,,,,,,,,,,
"Qacha's Nek, Lesotho",,,,,,,,,,,,,,
"Kingston, Jamaica",,,,,,,,,,,,,,
"Wilayah Persekutuan Putrajaya, Malaysia",,,,,,,,,,,,,,
"Ungheni, Moldova",,,,,,,,,,,,,,
"Murzuq, Libya",,,,,,,,,,,,,,
"Portland, Jamaica",,,,,,,,,,,,,,
"Black River, Mauritius",,,,,,,,,,,,,,
"Umm Şalāl, Qatar",,,,,,,,,,,,,,
"Soriano, Uruguay",,,,,,,,,,,,,,
"Schaffhausen, Switzerland",,,,,,,,,,,,,,
"Florești, Moldova",,,,,,,,,,,,,,
"Isle of Man (UK), Isle of Man",,,,,,,,,,,,,,
"Arhangay, Mongolia",,,,,,,,,,,,,,
"Thimphu, Bhutan",,,,,,,,,,,,,,
"Isla de la Juventud, Cuba",,,,,,,,,,,,,,
"Pirotski okrug, Serbia",,,,,,,,,,,,,,
"Ogooué-Lolo, Gabon",,,,,,,,,,,,,,
"Saint Michael, Barbados",,,,,,,,,,,,,,
"Islas de la Bahía, Honduras",,,,,,,,,,,,,,
"Sejong, South Korea",,,,,,,,,,,,,,
"Tasman District, New Zealand",,,,,,,,,,,,,,
"Vidin, Bulgaria",,,,,,,,,,,,,,
"Guainía, Colombia",,,,,,,,,,,,,,
"San Andrés, Providencia y Santa Catalina, Colombia",,,,,,,,,,,,,,
"Capital Territory (Honiara), Solomon Islands",,,,,,,,,,,,,,
"Illizi, Algeria",,,,,,,,,,,,,,
"Jericho - Al Aghwar, State of Palestine",,,,,,,,,,,,,,
"Bayan-Ölgiy, Mongolia",,,,,,,,,,,,,,
"Ntoroko, Uganda",,,,,,,,,,,,,,
"Ceuta, Spain",,,,,,,,,,,,,,
"Soroca, Moldova",,,,,,,,,,,,,,
"Trelawny, Jamaica",,,,,,,,,,,,,,
"Tagant, Mauritania",,,,,,,,,,,,,,
"Viqueque, East Timor",,,,,,,,,,,,,,
"Omaheke, Namibia",,,,,,,,,,,,,,
"Bayanhongor, Mongolia",,,,,,,,,,,,,,
"Quinara, Guinea-Bissau",,,,,,,,,,,,,,
"Dikhil, Djibouti",,,,,,,,,,,,,,
"Virovitičko-podravska županija, Croatia",,,,,,,,,,,,,,
"Prilep, North Macedonia",,,,,,,,,,,,,,
"Dornogovĭ, Mongolia",,,,,,,,,,,,,,
"Samtse, Bhutan",,,,,,,,,,,,,,
"Isabela City, Philippines",,,,,,,,,,,,,,
"Anenii Noi, Moldova",,,,,,,,,,,,,,
"Liquiça, East Timor",,,,,,,,,,,,,,
"Boquerón, Paraguay",,,,,,,,,,,,,,
"Keski-Pohjanmaa, Finland",,,,,,,,,,,,,,
"Jura, Switzerland",,,,,,,,,,,,,,
"Bender, Moldova",,,,,,,,,,,,,,
"Dornod, Mongolia",,,,,,,,,,,,,,
"Tongatapu, Tonga",,,,,,,,,,,,,,
"Moyen-Ogooué, Gabon",,,,,,,,,,,,,,
"Inīdī ash Sharqī, Chad",,,,,,,,,,,,,,
"Tunceli, Turkey",,,,,,,,,,,,,,
"Hanover, Jamaica",,,,,,,,,,,,,,
"Bălți, Moldova",,,,,,,,,,,,,,
"Sîngerei, Moldova",,,,,,,,,,,,,,
"Vaupés, Colombia",,,,,,,,,,,,,,
"Arkhabīl Suquţrá, Yemen",,,,,,,,,,,,,,
"Vakaga, Central African Republic",,,,,,,,,,,,,,
"Grand Kru, Liberia",,,,,,,,,,,,,,
"Kukës, Albania",,,,,,,,,,,,,,
"Vichada, Colombia",,,,,,,,,,,,,,
"Tobago, Trinidad and Tobago",,,,,,,,,,,,,,
"Požeško-slavonska županija, Croatia",,,,,,,,,,,,,,
"Nikšić, Montenegro",,,,,,,,,,,,,,
"Oé-Cusse Ambeno, East Timor",,,,,,,,,,,,,,
"Kalangala, Uganda",,,,,,,,,,,,,,
"Savanne, Mauritius",,,,,,,,,,,,,,
"Tiris Zemmour, Mauritania",,,,,,,,,,,,,,
"Artigas, Uruguay",,,,,,,,,,,,,,
"Daugavpils, Latvia",,,,,,,,,,,,,,
"Kainuu, Finland",,,,,,,,,,,,,,
"Hentiy, Mongolia",,,,,,,,,,,,,,
"Fălești, Moldova",,,,,,,,,,,,,,
"Florida, Uruguay",,,,,,,,,,,,,,
"Rocha, Uruguay",,,,,,,,,,,,,,
"Strășeni, Moldova",,,,,,,,,,,,,,
"Cayman Islands (UK), Cayman Islands",,,,,,,,,,,,,,
"Lakshadweep, India",,,,,,,,,,,,,,
"Edineţ, Moldova",,,,,,,,,,,,,,
"Ogooué-Ivindo, Gabon",,,,,,,,,,,,,,
"Cova Lima, East Timor",,,,,,,,,,,,,,
"Căușeni, Moldova",,,,,,,,,,,,,,
"Uvs, Mongolia",,,,,,,,,,,,,,
"Trashigang, Bhutan",,,,,,,,,,,,,,
"Castries, Saint Lucia",,,,,,,,,,,,,,
"Bermuda (UK), Bermuda",,,,,,,,,,,,,,
"Liepāja, Latvia",,,,,,,,,,,,,,
"Sanma, Vanuatu",,,,,,,,,,,,,,
"Belait, Brunei",,,,,,,,,,,,,,
"Kgalagadi, Botswana",,,,,,,,,,,,,,
"Guernsey (UK), Guernsey",,,,,,,,,,,,,,
"Adrar, Mauritania",,,,,,,,,,,,,,
"Jelgava, Latvia",,,,,,,,,,,,,,
